geo,text,user,user_location
,easyJet Compensation Alert! Were you scheduled to be on flight U26036 from Madrid Barajas Airport to Bristol Airpor… https://t.co/dPdxNclmMC,Flight_Patrol,
,Madrid airport connection passport control. 20 desks and one is open. Hundreds of people in the queue @Iberia_en… https://t.co/5WUG51hXyy,itsmarcroberts,"Bali, Indonesia"
,easyJet Compensation Alert! Were you scheduled to be on flight U26035 from Bristol Airport to Madrid Barajas Airpor… https://t.co/ZWbEwhZmM6,Flight_Patrol,
,RT @inquirerdotnet: Long lines at the Madrid Barajas Airport in recent weeks should ease as the Spanish police work on hiring more staff to…,newscenterPHL1,
,@heraldscotland @ianmcconnellHT Spain must really be regretting its Brexit vote due to the long queues at Madrid Ai… https://t.co/2TfPeqZSiz,Leslie_KClark,"Edinburgh, Scotland, UK"
,@allegramariaD @Conservatives And here is proof that you are lying https://t.co/qPk3DAgiJq,Harrison1Ron,Staffordshire 
,A woman in Madrid airport just threw me a withering look and it's defo coz I haven't eaten enough of my apple. She's defo a core person,MCassidyuk,"Glasgow, Scotland"
,@IanSluggy40 @Mike_Fabricant @eekamouse1025 @icj50 Madrid is a great airport. Better than any in the UK.,ALTheophilus,
,Long lines at #Madrid airport prompt hiring spree to deal with tourist surge | NASDAQ https://t.co/3OIC84HLwm,HospitalityTek,"Stamford, CT "
,easyJet compensation Alert! Were you on flight U26035 on 7th June 2022 from Bristol Airport to Madrid Barajas Airpo… https://t.co/PO8JmtK1cY,ClaimDelay,"Manchester, England"
,New easyJet claim. Were you on flight U26036 on 7th June 2022 from Madrid Barajas Airport to Bristol Airport? Did y… https://t.co/zEysX0rah0,ClaimDelay,"Manchester, England"
,@SimonCalder do you have any info about Madrid airport. Is it staffed ok. We are flying there in a couple of weeks… https://t.co/eH45FPfMWI,michell06274882,
,"Worlds longest passport control queue at Terminal 4S at Madrid Airport. 

Thank you to all Brexiteers for this majo… https://t.co/x1VyNb0GoE",narniaisonline,"London, England"
,Long lines at the Madrid Barajas Airport in recent weeks should ease as the Spanish police work on hiring more staf… https://t.co/wSsA3CVaut,inquirerdotnet,Makati City
,Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/BEeB7GgpXo https://t.co/KmGuUfnG6q,ZyiteGadgets,http://www.zyite.com/
,Long lines at Madrid airport prompt hiring spree to deal with tourist surge. Our story here: https://t.co/Bft781vTwH,landauro,Paris
,RT @Reuters: Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/3ntOPBs0fW https://t.co/2LrgCqAyT1,PortugalSalgado,"Lima, Peru / South America"
,RT @BCDtravelwatch: Spain: Passengers at Madrid Barajas Airport miss connecting flights because of lack of security staff at passport contr…,goodc0re, 🤡🌍
,RT @Reuters: Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/3ntOPBs0fW https://t.co/2LrgCqAyT1,income_us,"Nevada, USA"
,"@thomasluk Hi again, for travel to Madrid airport, it is mandatory to wear your masks, so we do highly encourage th… https://t.co/WvUBcShEvR",FlySWISS,"Zurich, Switzerland"
,"@thomasluk Hi, as per the updated information for Madrid as a destination, passengers are expected to follow mask o… https://t.co/Sa9cZcAkZY",FlySWISS,"Zurich, Switzerland"
,RT @Reuters: Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/3ntOPBs0fW https://t.co/2LrgCqAyT1,Ptaylor63Pt,West Yorkshire
,RT @Reuters: Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/3ntOPBs0fW https://t.co/2LrgCqAyT1,lisa_william8,United States
,RT @Reuters: Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/3ntOPBs0fW https://t.co/2LrgCqAyT1,r_umeash,"Satara, India"
,RT @Reuters: Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/3ntOPBs0fW https://t.co/2LrgCqAyT1,Husmo,Nairobi
,RT @Reuters: Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/3ntOPBs0fW https://t.co/2LrgCqAyT1,ShakaEmzyman,
,RT @Reuters: Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/3ntOPBs0fW https://t.co/2LrgCqAyT1,Richard77570139,"Florida, USA No DM’s please !"
,RT @Reuters: Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/3ntOPBs0fW https://t.co/2LrgCqAyT1,alanclendenning,"Phoenix, Arizona, USA"
,RT @Reuters: Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/3ntOPBs0fW https://t.co/2LrgCqAyT1,Bhaujanunite,"Nagpur, India"
,RT @Reuters: Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/3ntOPBs0fW https://t.co/2LrgCqAyT1,ParthaGS,"Alief, Houston, Texas"
,RT @Reuters: Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/3ntOPBs0fW https://t.co/2LrgCqAyT1,BScotTanner,"Dublin City, Ireland"
,Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/3ntOPBs0fW https://t.co/2LrgCqAyT1,Reuters,Around the world
,"Madrid Airport Plans Hiring Spree to Address Tourism Surge https://t.co/B6XGhM7uuo, see more https://t.co/N8GBGODU32",travel_watcher,
,Madrid Airport Plans Hiring Spree to Address Tourism Surge https://t.co/GNQDTW8Yh5 https://t.co/KeIylQ0Z2e,tonylyle,"South Lake Tahoe, CA"
,TRAVEL INFLUENCER 🔵 Madrid Airport Plans Hiring Spree to Address Tourism Surge https://t.co/GIb9tGea8N Econ L Pensi… https://t.co/bz685jGivi,Nr1AmerTours,
,Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/ImyBDaFfeG,malaymail,Malaysia
,Madrid Airport Plans Hiring Spree to Address Tourism Surge https://t.co/hOc4nHFcPB,skift,"New York City, NY"
,What’s going on @Gatwick_Airport ?? Our flight from Madrid landed an hour ago and we are still waiting for our bags… https://t.co/u8MsksYiGy,LemonShoes,Could be anywhere........
,"🇪🇦✈️Iberia, which is an airline based in Madrid and operates an international network of services from its main bas… https://t.co/2CETlcK7Nx",Elays26915236,
,It’s not just Dublin airport that’s making a balls of passenger flow: Barajas Madrid and El Prat Barcelona having m… https://t.co/NBGTqaZunF,BrendyBoyle,"Galicia, Spain"
,Long lines at Madrid airport prompt hiring spree to deal with tourist surge - https://t.co/AEcTiwsXmK #News,edison_sullivan,"London, England"
,"This issue also became evident over the Holy Week, when over 3,000 passengers missed their flights to Madrid due to… https://t.co/RCXtRTtiLz",PedroApostolo,"Aldeia do Bispo, Sabugal, PT"
,Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/teTe4tnqu8,dev_discourse,National Capital Region
,Long lines at the Madrid Barajas Airport in recent weeks should ease as the Spanish police work on hiring more staf… https://t.co/xJXkuJ4CpF,PeninsulaQatar,Qatar
,Spain: Police recruited at Madrid airport due to increased tourist traffic https://t.co/wKPJZKgucR,JaunNews,
,RT @BCDtravelwatch: Spain: Passengers at Madrid Barajas Airport miss connecting flights because of lack of security staff at passport contr…,connexUC,"Oakland, CA"
,@AeroportidiRoma @Ryanair @askryanair got off from plane leveling my iPad at seat 22C. My flight #FR9602 which arri… https://t.co/Bt8yBgQaO1,muyeed,melbourne
,@askryanair @Ryanair got off from plane leveling my iPad at seat 22C. My flight #FR9602 which arrived @ 16:35 in Ro… https://t.co/PVO0e1H5Ij,muyeed,melbourne
,Spain: Passengers at Madrid Barajas Airport miss connecting flights because of lack of security staff at passport control,BCDtravelwatch,Global
,We need your urgent help to find our luggage which was lost at Madrid airport and has critical medication @Iberia_en @Iberia_de,laurenmontanez,
,"Long lines at Madrid airport prompt hiring spree to deal with tourist surge 👇🏼 
 https://t.co/P170IOMKCi",cthykjaer1,"Madrid, Spain"
,Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/YzmSByA7dZ via FXEmpire #forex #fx,BlackCentaurFX,
,Long lines at #Madrid airport prompt hiring spree to deal with #tourist surge https://t.co/FUPH3wJYVY,CDNewsDispatch,
,Tuesday Microsoft Flight Simulator (MSFS) 2020 Freeware Download of The Day: MSFS Madrid-Cuatro Vientos Airport (LE… https://t.co/s1IB2rSmtN,fasflightsim,United States
,"@adilray 2020 Cheltenham festival, Liverpool v Madrid, not closing the airport's",ProntoSteve,
,Attention easyJet passengers! Were you scheduled to be on flight U26036 from Madrid Barajas Airport to Bristol Airp… https://t.co/RCXwWsvnvy,Flight_Patrol,
,Long lines at Madrid airport prompt hiring spree to deal with tourist surge https://t.co/QEeFqIpJe8,dev_discourse,National Capital Region
,"I'm in Madrid. I flew Air France, and I can't figure out what language I'm speaking to anyone at the airport. It'll… https://t.co/je2NLfs5lG",RemyAttig,"Bowling Green, OH & Toronto"
,Attention easyJet passengers! Were you scheduled to be on flight U26035 from Bristol Airport to Madrid Barajas Airp… https://t.co/WtEC5HQRQl,Flight_Patrol,
,International passengers from non-EU countries such as Britain and the USA who were departing from Madrid’s Barajas… https://t.co/43uunkNNkD,MurciaToday,Murcia Spain
,"Found a Brexit dividend, you get to chat to people from all over the world whilst standing in the 200m+ queue for p… https://t.co/SGH9BWGPRu",Ray_McCann55,London
,RT @RTNNewspaper: #Spain Madrid Airport to hire 200 officials to handle flow of tourists https://t.co/ErXOoDyPl5,SolTimesNews,Spain
,Madrid Airport to hire 200 officials to handle flow of tourists https://t.co/t5qAXzPsg3,EnglishJaun,
,@FabrizioRomano @FCBarcelona you see how Madrid does the signing so simple? No player is at the airport. The player… https://t.co/1KJXvNa5WN,NiiRich3,"Spintex, Accra"
,#Spain Madrid Airport to hire 200 officials to handle flow of tourists https://t.co/ErXOoDyPl5,RTNNewspaper,
,"Abby Lampe has been busy over the past 36 hours, but took time to talk w/ us in the Gloucester airport when her fli… https://t.co/jQra5bNDgJ",RCorySmith,"Raleigh, N.C."
,Spain to hire 200 officials to handle flow of tourists in Madrid Airport https://t.co/YzmSByA7dZ via FXEmpire #forex #fx,BlackCentaurFX,
,@tapairportugal  and now I’m told to file a claim I’ve been on hold 20 minutes and told I’m being given the number… https://t.co/8z6OpBTU19,youaredumb8,
,Much needed investment! // Spain to hire 200 officials to handle flow of tourists in Madrid Airport https://t.co/5bHRNrXjAN,intstrategist,UK | NORDICS | BALTICS | GLOBAL
,"RT @schengen_info: Around 15,000 Passengers Have Missed Their Flights at Spain’s Madrid-Barajas Airport Since March
 https://t.co/ySsvD2YrdA",CalmUrHormones,The moment 
,Winners are being announced during the Maverick Awards Ceremony at the 2022 World ATM Congress on 22 June in the AT… https://t.co/ZZ9Q65EgiI,AirportSupplier,"Devon, UK"
,"Around 15,000 Passengers Have Missed Their Flights at Spain’s Madrid-Barajas Airport Since March
 https://t.co/ySsvD2YrdA",schengen_info,
,"Andy Vermaut shares:Around 15,000 Passengers Have Missed Their Flights at Spain’s Madrid-Barajas Airport Since Marc… https://t.co/708m1OihbM",AndyVermaut,"Diksmuide, België"
,Spain to hire 200 officials to handle flow of tourists in Madrid Airport https://t.co/av7gcexlS4,dev_discourse,National Capital Region
,@SimonCalder @YouShouldHaveBT When our children were small we were stuck in Madrid airport for hours.  Most child f… https://t.co/5u0VvAKO2A,rebhalp,London & Southeast
"{'type': 'Point', 'coordinates': [40.49120601, -3.59144646]}","Too good to be true✈️🤍
#aviation #aircraft #airplane #sunset #love #enjoy #blessed #grateful #thankyou #crewlife… https://t.co/MVfpfcIQjr",YaiCookie,Portugalete
,"RT @TheLocalSpain: Iberia has reported that an estimated 15,000 passengers have missed their flight connections at Madrid’s Barajas airport…",SavLocal,"Stockholm, Sweden"
,"RT @TheLocalSpain: Iberia has reported that an estimated 15,000 passengers have missed their flight connections at Madrid’s Barajas airport…",Ptaylor63Pt,West Yorkshire
,"RT @TheLocalSpain: Iberia has reported that an estimated 15,000 passengers have missed their flight connections at Madrid’s Barajas airport…",TheLocalEurope,Europe
,"Iberia has reported that an estimated 15,000 passengers have missed their flight connections at Madrid’s Barajas ai… https://t.co/sj02lHyWm9",TheLocalSpain,"Madrid, Spain"
,"RT @EuropeStreet: Iberia laments that 15,000 passengers missed their flights since 1 March because of border control at Madrid Barajas airp…",KimBru49,Bruxelles-sur-Senne 🇧🇪 🇪🇺
,"Beluga F-GSTF Took off from Getafe, Madrid, ES. Going to Toulouse/Blagnac, Occitanie, FR (TLS, Toulouse-Blagnac Air… https://t.co/is83ciWoke",TransportPlanes,
,easyJet Compensation Alert! Were you scheduled to be on flight U26036 from Madrid Barajas Airport to Bristol Airpor… https://t.co/K62NqBkp2M,Flight_Patrol,
,Attention easyJet passengers! Were you scheduled to be on flight U26035 from Bristol Airport to Madrid Barajas Airp… https://t.co/6xSKAhp2g7,Flight_Patrol,
,RT @ClaimDelay: easyJet flight CANCELLED. Were you on flight U26035 on 6th June 2022 from Bristol Airport to Madrid Barajas Airport? If so…,claimcompanies,
,easyJet flight CANCELLED. Were you on flight U26035 on 6th June 2022 from Bristol Airport to Madrid Barajas Airport… https://t.co/HyurGF1Ylc,ClaimDelay,"Manchester, England"
,New easyJet claim. Were you on flight U26036 on 6th June 2022 from Madrid Barajas Airport to Bristol Airport? Claim… https://t.co/HMeG0fJE6J,ClaimDelay,"Manchester, England"
,"Iberia laments that 15,000 passengers missed their flights since 1 March because of border control at Madrid Baraja… https://t.co/qhNzzwdQP7",EuropeStreet,"London, England"
,@Iberia_en @Visita_Madrid One of the worst company. @Iberia denies boarding to its customer because it is doing ove… https://t.co/MWhHcSJaNK,HamzaRc,
,@Iberia_en @Visita_Madrid One of the worst company. @Iberia denies boarding to its customer because it is doing ove… https://t.co/tbKCtbzQgY,HamzaRc,
,1:2. taxi driver to the airport once he knew that I’m flying to Spain that through his special and powerful book he… https://t.co/H6MmrKpu4K,EdwardoYazzie,
,"@SethZero1 Seems to be the US specific. I took a few flights recently and the airport in Taipei was half empty, no… https://t.co/t5zKzsl8FC",mariodian,
,If you're ever going to be stuck for 13+ hours in the Madrid airport - don't land right at 11pm. Basically every lo… https://t.co/PWYRiQv7v7,aaroncampbell,"Seminole, OK"
,"@AirEuropa is back #athenairport! 
Ready to visit #Madrid? 
#Athens #Greece #airportview https://t.co/UkupZn53wL",ATH_airport,"Athens, Greece"
,@s_of_rohan @musealthea @KLM First of all it is not happening at all airport. A handful. I travel regularlo from Ma… https://t.co/HrLIOZdBP7,toine_michielse,
,@JSS779 @BorisJohnson Crikey is BJ running Spain as well . Had no idea he run the day to day at Madrid airport . So… https://t.co/hN2kMA0vZc,LeeOrme2,"London, England 🇺🇦"
,DFW Airport Launches Route to Madrid on Iberia #irvingtxnews #irvingtx #irvingnews #lascolinas #irving https://t.co/BYQD3QxNkj,irvingweekly,"Irving, TX"
,Iberia denounces the chaos in the police control of T4 of the Madrid-Barajas airport https://t.co/i8ntagXxDs,take_to_news,USA
,@SolanaWeeb Depends on the airport. Terminal 4 in Madrid is a full 2.5km long.,PabloHoneyNFT,Planet Earth🌎😉
,@BBCLauraKT Just collapsed in a heap at Madrid Airport reading that. I'm done.,carpe_vino69,Europe
,@ElFiempo @AirEuropa @AirEuropa  I arrived madrid terminal 2 airport with my checked luggage still at somewhere bet… https://t.co/LSCL2IXG4p,EDGYMIX,Africa
,Attention British Airways passengers! Were you scheduled to be on flight BA9273 from Madrid Barajas Airport to Lond… https://t.co/bdNZ0Xgnmk,Flight_Patrol,
,"RADAR ESTIMATED RAINFALL, LOCAL STORM REPORTS:
Ames Airport: 3.80”
Madrid: 3.36”
Coon Rapids: 2.90”
2 WSW Minburn:… https://t.co/KB9Z3zOFXp",CF3_Weather,"Ames, IA "
,"@idvck On Iberia flights in and out of Madrid too but, curiously, not in the airport terminal itself!",AdamTyndall,
,i don’t ever want to hear that the US has the worst airports bc madrid and barcelona are tied for the worst airport on the planet,badmadz21,around tha block
,British Airways compensation Alert! Were you on flight BA9273 on 5th June 2022 from Madrid Barajas Airport to Londo… https://t.co/0Oj0AlZhmu,ClaimDelay,"Manchester, England"
,"Beluga F-GSTF Took off from Getafe, Madrid, ES. Going to Hawarden, Wales, GB (CEG, Hawarden Airport). https://t.co/ute2V048hl",TransportPlanes,
,"@bmay I came back from Madrid recently and was expecting queues like that, was pleasantly surprised how quick it wa… https://t.co/JstNpDtYwh",harrietpoland2,Hampshire and Brittany
,"First time at Madrid airport. Might have taken the wrong train a couple of times, but I think I've finally found th… https://t.co/OWi6uIdjS4",VanHoef,"Rotterdam, The Netherlands"
,"IAG Cargo launches new routes to Dallas and Washington DC - https://t.co/ZBTP7yCweR - IAG Cargo, the cargo division… https://t.co/Ipb19yc2cH",caasint,
,Buses from Madrid Airport to the City https://t.co/Zls0VjBKHT,_Barcelona__,
,"RT @Sue2BlueSky: @Iberia_en if we need to cancel our flight / rebook because of positive COVID test in Madrid, is it best to do it via phon…",Flight_Refunds,"London, UK"
,"@Iberia_en if we need to cancel our flight / rebook because of positive COVID test in Madrid, is it best to do it v… https://t.co/L90S5Cmkgn",Sue2BlueSky,USA
,"@benonwine Madrid... Taxi tout at airport tried to rip me off, Hotel tried to palm me off with a sh1t room. They bo… https://t.co/4wckS3xWom",DuckinHell,London
,"A few random travel musings as I head home. 
It really is true what Hemingway said about Madrid “nobody goes to bed… https://t.co/zdljHujemi",saskexplorer1,
,"RT @Creepyto: There is airport✈️ in Valencia, but you can also go to Madrid by plane and ride AVE🚄 (high speed train) Madrid-Valencia (1h.4…",nftshoweurope,Valencia
,RT @redalphababe: @allegramariaD @Conservatives I keep reading about Spanish airports but I travelled from Madrid to Mexico at Easter and t…,Swen_2017,
,RT @assemblea_int: 🚫 Blaming the Catalan government for its denial of Barcelona's airport ampliation (due to environmental problems) is not…,An77Ver,
,How to Get from Madrid Airport to the City https://t.co/KCXRfEnv2N,_Barcelona__,
,"There is airport✈️ in Valencia, but you can also go to Madrid by plane and ride AVE🚄 (high speed train) Madrid-Vale… https://t.co/wGeNhvHLmE",Creepyto,"Gz, Sp"
,girl playing w a balloon madrid airport https://t.co/wZkUMgy0eN,stillsimpin,
,"@British_Airways Hi there, I've got a connecting flight from Madrid to London Heathrow at 20:45. But I haven't been… https://t.co/DeWAkZAGXz",ravi_karsan,
,Omg! We’re in this photo. The Madrid airport was an absolute madhouse yesterday morning. No one managing the queue… https://t.co/o5b9GvrBa5,eantunes,"Mid-Atlantic, USA"
,@deerdiarys so does that mean we're officially wedded now? wife and wife? beauty and beauty? come to madrid right n… https://t.co/egayJ8HKmx,nikerms,⠀⠀ 𝒌𝒓𝒑 𝒐𝒄.
,"@colin_s_74 @AngelaCahill17 @PatKelly1158 @traceynewbold11 I was once in a shop in Madrid airport, looking for a pa… https://t.co/8oUPpJA452",ColinIsEuropean,Spain
,RT @redalphababe: @allegramariaD @Conservatives I keep reading about Spanish airports but I travelled from Madrid to Mexico at Easter and t…,BeamaBeorg,"Valencia, España"
,At the Madrid airport there is a bathroom stall with a sharps container for any needles people may need to throw aw… https://t.co/ZsJgBaDOcq,g_mels_,
,@allegramariaD @Conservatives I keep reading about Spanish airports but I travelled from Madrid to Mexico at Easter… https://t.co/mNec2BTX9U,redalphababe,Chester and Around the EU
,@NicholasTyrone Our experience arriving at Madrid airport last week was ‘ British passports’ queue was much shorter… https://t.co/cuxNEXPwsQ,Megthelibraria1,Lady Meg of Ashton 
,"RT @icod_miguel: @JMPSimor Hi Jessica, this was Madrid airport last Tuesday. I waited over an hour to get through passport control. The EU…",WhatsOnWOW,Ireland
,"@LivFaustDieJung I loved Madrid, ate amazing food there, but the pasta and pizza combo in Madrid airport was possib… https://t.co/1JTX8djHc0",rohohos,Dublin
,"RT @PeriferlyCentrd: @Iberia_en @Repsol I was on inaugural flight from DC to Madrid on June 2, IB6132. There was a ton of fanfare at the ai…",DrSana_Rizvee,Liverpool
,"RT @icod_miguel: @JMPSimor Hi Jessica, this was Madrid airport last Tuesday. I waited over an hour to get through passport control. The EU…",ScumByMedia,Global~Also visit @5566Doctors
,"RT @PeriferlyCentrd: @Iberia_en @Repsol I was on inaugural flight from DC to Madrid on June 2, IB6132. There was a ton of fanfare at the ai…",HRizvi1514,"Birmingham, England"
,"@Iberia_en @Repsol I was on inaugural flight from DC to Madrid on June 2, IB6132. There was a ton of fanfare at the… https://t.co/gbzC9wNENg",PeriferlyCentrd,
,"RT @DrKatrin_Rabiei: Madrid Airport Anno 2022.

#COVIDisAirborne https://t.co/qbJ75xeQck",LolaDorado1,"Viena, Austria"
